Forest_NonForest,BGC,fieldcall,basemapunit,description,mapunit_ss_realm,mapunit_ss_association,mapunit_fnf,mapunit_nf
Forest,IDFxh1,IDFxh1/102,IDFxh1/102,,IDFxh1/102,IDFxh1/102,forest ,forest 
Forest,IDFxh1,IDFxh1/103,IDFxh1/103,,IDFxh1/103,IDFxh1/103,forest ,forest 
Forest,IDFxh1,IDFxh1/104,IDFxh1/104,,IDFxh1/104,IDFxh1/104,forest ,forest 
Forest,IDFxh1,IDFxh1/105,IDFxh1/105,,IDFxh1/105,IDFxh1/105,forest ,forest 
Forest,IDFxh1,IDFxh1/106,IDFxh1/106,,IDFxh1/106,IDFxh1/106,forest ,forest 
Forest,IDFxh1,IDFxh1/110,IDFxh1/110,,IDFxh1/110,IDFxh1/110,forest ,forest 
Forest,IDFxh1,IDFxh1/111,IDFxh1/111,,IDFxh1/111,IDFxh1/111,forest ,forest 
Forest,IDFxh1,IDFxh1/111.1,IDFxh1/111.1,,IDFxh1/111,IDFxh1/111,forest ,forest 
Forest,IDFxh1,IDFxh1/111.2,IDFxh1/111.2,,IDFxh1/111,IDFxh1/111,forest ,forest 
Forest,IDFxh1,IDFxh1/112,IDFxh1/112,,IDFxh1/112,IDFxh1/112,forest ,forest 
Forest,IDFxh2,IDFxh2/101,IDFxh2/101,,IDFxh2/101,IDFxh2/101,forest ,forest 
Forest,IDFxh2,IDFxh2/102,IDFxh2/102,,IDFxh2/102,IDFxh2/102,forest ,forest 
Forest,IDFxh2,IDFxh2/103,IDFxh2/103,,IDFxh2/103,IDFxh2/103,forest ,forest 
Forest,IDFxh2,IDFxh2/104,IDFxh2/104,,IDFxh2/104,IDFxh2/104,forest ,forest 
Forest,IDFxh2,IDFxh2/110,IDFxh2/110,,IDFxh2/110,IDFxh2/110,forest ,forest 
Forest,IDFxh2,IDFxh2/111,IDFxh2/111,,IDFxh2/111,IDFxh2/111,forest ,forest 
Forest,IDFxh2,IDFxh2/112,IDFxh2/112,,IDFxh2/112,IDFxh2/112,forest ,forest 
Forest,IDFxh2,IDFxh2/113,IDFxh2/113,,IDFxh2/113,IDFxh2/113,forest ,forest 
Forest,IDFxk,IDFxk/101,IDFxk/101,,IDFxk/101,IDFxk/101,forest ,forest 
Forest,IDFxk,IDFxk/102,IDFxk/102,,IDFxk/102,IDFxk/102,forest ,forest 
Forest,IDFxk,IDFxk/102a,IDFxk/102a,,IDFxk/102,IDFxk/102,forest ,forest 
Forest,IDFxk,IDFxk/102b,IDFxk/102b,,IDFxk/102,IDFxk/102,forest ,forest 
Forest,IDFxk,IDFxk/103,IDFxk/103,,IDFxk/103,IDFxk/103,forest ,forest 
Forest,IDFxk,IDFxk/110,IDFxk/110,,IDFxk/110,IDFxk/110,forest ,forest 
Forest,IDFxk,IDFxk/111,IDFxk/111,,IDFxk/111,IDFxk/111,forest ,forest 
Forest,IDFxk,IDFxk/112,IDFxk/112,,IDFxk/112,IDFxk/112,forest ,forest 
Forest,IDFxk,IDFxk/113,IDFxk/113,,IDFxk/113,IDFxk/113,forest ,forest 
Forest,IDFxk,IDFxk/113a,IDFxk/113a,,IDFxk/113,IDFxk/113,forest ,forest 
Forest,IDFxm,IDFxm/01,IDFxm/01,,IDFxm/01,IDFxm/01,forest ,forest 
Forest,IDFxm,IDFxm/01a,IDFxm/01a,,IDFxm/01,IDFxm/01,forest ,forest 
Forest,IDFxm,IDFxm/01b,IDFxm/01b,,IDFxm/01,IDFxm/01,forest ,forest 
Forest,IDFxm,IDFxm/02,IDFxm/02,,IDFxm/02,IDFxm/02,forest ,forest 
Forest,IDFxm,IDFxm/02a,IDFxm/02a,,IDFxm/02,IDFxm/02,forest ,forest 
Forest,IDFxm,IDFxm/02b,IDFxm/02b,,IDFxm/02,IDFxm/02,forest ,forest 
Forest,IDFxm,IDFxm/03,IDFxm/03,,IDFxm/03,IDFxm/03,forest ,forest 
Forest,IDFxm,IDFxm/04,IDFxm/04,,IDFxm/04,IDFxm/04,forest ,forest 
Forest,IDFxm,IDFxm/05,IDFxm/05,,IDFxm/05,IDFxm/05,forest ,forest 
Forest,IDFxm,IDFxm/06,IDFxm/06,,IDFxm/06,IDFxm/06,forest ,forest 
Forest,IDFxm,IDFxm/07,IDFxm/07,,IDFxm/07,IDFxm/07,forest ,forest 
Forest,IDFxm,IDFxm/08,IDFxm/08,,IDFxm/08,IDFxm/08,forest ,forest 
Forest,IDFxm,IDFxm/09,IDFxm/09,,IDFxm/09,IDFxm/09,forest ,forest 
Deciduous,IDFxm,IDFxm/10,IDFxm/10,,IDFxm/10,IDFxm/10,forest ,forest 
Forest,IDFxw,IDFxw/01,IDFxw/01,,IDFxw/01,IDFxw/01,forest ,forest 
Forest,IDFxw,IDFxw/02,IDFxw/02,,IDFxw/02,IDFxw/02,forest ,forest 
Forest,IDFxw,IDFxw/03,IDFxw/03,,IDFxw/03,IDFxw/03,forest ,forest 
Forest,IDFxw,IDFxw/04,IDFxw/04,,IDFxw/04,IDFxw/04,forest ,forest 
Forest,IDFxw,IDFxw/05,IDFxw/05,,IDFxw/05,IDFxw/05,forest ,forest 
Forest,IDFxw,IDFxw/06,IDFxw/06,,IDFxw/06,IDFxw/06,forest ,forest 
Forest,IDFxw,IDFxw/07,IDFxw/07,,IDFxw/07,IDFxw/07,forest ,forest 
Forest,IDFxx1,IDFxx1/101,IDFxx1/101,,IDFxx1/101,IDFxx1/101,forest ,forest 
Forest,IDFxx1,IDFxx1/102,IDFxx1/102,,IDFxx1/102,IDFxx1/102,forest ,forest 
Forest,IDFxx1,IDFxx1/103,IDFxx1/103,,IDFxx1/103,IDFxx1/103,forest ,forest 
Forest,IDFxx1,IDFxx1/104,IDFxx1/104,,IDFxx1/104,IDFxx1/104,forest ,forest 
Forest,IDFxx1,IDFxx1/110,IDFxx1/110,,IDFxx1/110,IDFxx1/110,forest ,forest 
Forest,IDFxx1,IDFxx1/111,IDFxx1/111,,IDFxx1/111,IDFxx1/111,forest ,forest 
Forest,IDFxx2,IDFxx2/101,IDFxx2/101,,IDFxx2/101,IDFxx2/101,forest ,forest 
Forest,IDFxx2,IDFxx2/101.1,IDFxx2/101.1,,IDFxx2/101,IDFxx2/101,forest ,forest 
Forest,IDFxx2,IDFxx2/101.2,IDFxx2/101.2,,IDFxx2/101,IDFxx2/101,forest ,forest 
Forest,IDFxx2,IDFxx2/102,IDFxx2/102,,IDFxx2/102,IDFxx2/102,forest ,forest 
Forest,IDFxx2,IDFxx2/103,IDFxx2/103,,IDFxx2/103,IDFxx2/103,forest ,forest 
Forest,IDFxx2,IDFxx2/104,IDFxx2/104,,IDFxx2/104,IDFxx2/104,forest ,forest 
Forest,IDFxx2,IDFxx2/110,IDFxx2/110,,IDFxx2/110,IDFxx2/110,forest ,forest 
Forest,IDFxx2,IDFxx2/111,IDFxx2/111,,IDFxx2/111,IDFxx2/111,forest ,forest 
Forest,IDFxx2,IDFxx2/112,IDFxx2/112,,IDFxx2/112,IDFxx2/112,forest ,forest 
Forest,IDFxx2,IDFxx2/112a,IDFxx2/112a,,IDFxx2/112,IDFxx2/112,forest ,forest 
Forest,IDFxx2,IDFxx2/112b,IDFxx2/112b,,IDFxx2/112,IDFxx2/112,forest ,forest 
Forest,MHmm1,MHmm1/01,MHmm1/01,,MHmm1/01,MHmm1/01,forest ,forest 
Forest,MHmm1,MHmm1/02,MHmm1/02,,MHmm1/02,MHmm1/02,forest ,forest 
Forest,MHmm1,MHmm1/03,MHmm1/03,,MHmm1/03,MHmm1/03,forest ,forest 
Forest,MHmm1,MHmm1/04,MHmm1/04,,MHmm1/04,MHmm1/04,forest ,forest 
Forest,MHmm1,MHmm1/05,MHmm1/05,,MHmm1/05,MHmm1/05,forest ,forest 
Forest,MHmm1,MHmm1/06,MHmm1/06,,MHmm1/06,MHmm1/06,forest ,forest 
Forest,MHmm1,MHmm1/07,MHmm1/07,,MHmm1/07,MHmm1/07,forest ,forest 
Forest,MHmm1,MHmm1/08,MHmm1/08,,MHmm1/08,MHmm1/08,forest ,forest 
Forest,MHmm1,MHmm1/09,MHmm1/09,,MHmm1/09,MHmm1/09,forest ,forest 
Forest,MHmm2,MHmm2/01,MHmm2/01,,MHmm2/01,MHmm2/01,forest ,forest 
Forest,MHmm2,MHmm2/02,MHmm2/02,,MHmm2/02,MHmm2/02,forest ,forest 
Forest,MHmm2,MHmm2/03,MHmm2/03,,MHmm2/03,MHmm2/03,forest ,forest 
Forest,MHmm2,MHmm2/04,MHmm2/04,,MHmm2/04,MHmm2/04,forest ,forest 
Forest,MHmm2,MHmm2/05,MHmm2/05,,MHmm2/05,MHmm2/05,forest ,forest 
Forest,MHmm2,MHmm2/06,MHmm2/06,,MHmm2/06,MHmm2/06,forest ,forest 
Forest,MHmm2,MHmm2/07,MHmm2/07,,MHmm2/07,MHmm2/07,forest ,forest 
Forest,MHmm2,MHmm2/08,MHmm2/08,,MHmm2/08,MHmm2/08,forest ,forest 
Forest,MHmm2,MHmm2/09,MHmm2/09,,MHmm2/09,MHmm2/09,forest ,forest 
Forest,MHwh,MHwh/101,MHwh/101,,MHwh/101,MHwh/101,forest ,forest 
Forest,MHwh,MHwh/101a,MHwh/101a,,MHwh/101,MHwh/101,forest ,forest 
Forest,MHwh,MHwh/101b,MHwh/101b,,MHwh/101,MHwh/101,forest ,forest 
Forest,MHwh,MHwh/101c,MHwh/101c,,MHwh/101,MHwh/101,forest ,forest 
Forest,MHwh,MHwh/102,MHwh/102,,MHwh/102,MHwh/102,forest ,forest 
Forest,MHwh,MHwh/110,MHwh/110,,MHwh/110,MHwh/110,forest ,forest 
Forest,MHwh,MHwh/111,MHwh/111,,MHwh/111,MHwh/111,forest ,forest 
Forest,MHwh1,MHwh1/01,MHwh1/01,,MHwh1/01,MHwh1/01,forest ,forest 
Forest,MHwh1,MHwh1/02,MHwh1/02,,MHwh1/02,MHwh1/02,forest ,forest 
Forest,MHwh1,MHwh1/03,MHwh1/03,,MHwh1/03,MHwh1/03,forest ,forest 
Forest,MHwh1,MHwh1/04,MHwh1/04,,MHwh1/04,MHwh1/04,forest ,forest 
Forest,MHwh1,MHwh1/05,MHwh1/05,,MHwh1/05,MHwh1/05,forest ,forest 
Forest,MHwh1,MHwh1/06,MHwh1/06,,MHwh1/06,MHwh1/06,forest ,forest 
Forest,MHwh1,MHwh1/07,MHwh1/07,,MHwh1/07,MHwh1/07,forest ,forest 
Forest,MHwh1,MHwh1/08,MHwh1/08,,MHwh1/08,MHwh1/08,forest ,forest 
Forest,MHwh1,MHwh1/09,MHwh1/09,,MHwh1/09,MHwh1/09,forest ,forest 
Forest,MSdc1,MSdc1/01,MSdc1/01,,MSdc1/01,MSdc1/01,forest ,forest 
Forest,MSdc1,MSdc1/02,MSdc1/02,,MSdc1/02,MSdc1/02,forest ,forest 
Forest,MSdc1,MSdc1/03,MSdc1/03,,MSdc1/03,MSdc1/03,forest ,forest 
Forest,MSdc1,MSdc1/04,MSdc1/04,,MSdc1/04,MSdc1/04,forest ,forest 
NonForest,MSdc1,MSdc1/05,MSdc1/05,,MSdc1/05,MSdc1/05,forest ,forest 
Forest,MSdc2,MSdc2/01,MSdc2/01,,MSdc2/01,MSdc2/01,forest ,forest 
Forest,MSdc2,MSdc2/02,MSdc2/02,,MSdc2/02,MSdc2/02,forest ,forest 
Forest,MSdc2,MSdc2/03,MSdc2/03,,MSdc2/03,MSdc2/03,forest ,forest 
Forest,MSdc2,MSdc2/04,MSdc2/04,,MSdc2/04,MSdc2/04,forest ,forest 
Forest,MSdc2,MSdc2/05,MSdc2/05,,MSdc2/05,MSdc2/05,forest ,forest 
Forest,MSdc2,MSdc2/06,MSdc2/06,,MSdc2/06,MSdc2/06,forest ,forest 
Forest,MSdc2,MSdc2/07,MSdc2/07,,MSdc2/07,MSdc2/07,forest ,forest 
Forest,MSdc2,MSdc2/08,MSdc2/08,,MSdc2/08,MSdc2/08,forest ,forest 
Forest,MSdk,MSdk/101,MSdk/101,,MSdk/101,MSdk/101,forest ,forest 
Forest,MSdk,MSdk/102,MSdk/102,,MSdk/102,MSdk/102,forest ,forest 
Forest,MSdk,MSdk/103,MSdk/103,,MSdk/103,MSdk/103,forest ,forest 
Forest,MSdk,MSdk/104,MSdk/104,,MSdk/104,MSdk/104,forest ,forest 
Forest,MSdk,MSdk/105,MSdk/105,,MSdk/105,MSdk/105,forest ,forest 
Forest,MSdk,MSdk/110,MSdk/110,,MSdk/110,MSdk/110,forest ,forest 
Forest,MSdk,MSdk/110.1,MSdk/110.1,,MSdk/110,MSdk/110,forest ,forest 
Forest,MSdk,MSdk/110.2,MSdk/110.2,,MSdk/110,MSdk/110,forest ,forest 
Forest,MSdk,MSdk/111,MSdk/111,,MSdk/111,MSdk/111,forest ,forest 
Forest,MSdk,MSdk/111a,MSdk/111a,,MSdk/111,MSdk/111,forest ,forest 
Forest,MSdk,MSdk/111b,MSdk/111b,,MSdk/111,MSdk/111,forest ,forest 
Forest,MSdk,MSdk/112,MSdk/112,,MSdk/112,MSdk/112,forest ,forest 
Forest,MSdk,MSdk/112a,MSdk/112a,,MSdk/112,MSdk/112,forest ,forest 
Forest,MSdk,MSdk/112b,MSdk/112b,,MSdk/112,MSdk/112,forest ,forest 
Forest,MSdm1,MSdm1/101,MSdm1/101,,MSdm1/101,MSdm1/101,forest ,forest 
Forest,MSdm1,MSdm1/102,MSdm1/102,,MSdm1/102,MSdm1/102,forest ,forest 
Forest,MSdm1,MSdm1/103,MSdm1/103,,MSdm1/103,MSdm1/103,forest ,forest 
Forest,MSdm1,MSdm1/103a,MSdm1/103a,,MSdm1/103,MSdm1/103,forest ,forest 
Forest,MSdm1,MSdm1/103b,MSdm1/103b,,MSdm1/103,MSdm1/103,forest ,forest 
Forest,MSdm1,MSdm1/104,MSdm1/104,,MSdm1/104,MSdm1/104,forest ,forest 
Forest,MSdm1,MSdm1/110,MSdm1/110,,MSdm1/110,MSdm1/110,forest ,forest 
Forest,MSdm1,MSdm1/111,MSdm1/111,,MSdm1/111,MSdm1/111,forest ,forest 
Forest,MSdm1,MSdm1/111.1,MSdm1/111.1,,MSdm1/111,MSdm1/111,forest ,forest 
Forest,MSdm1,MSdm1/111.2,MSdm1/111.2,,MSdm1/111,MSdm1/111,forest ,forest 
Forest,MSdm1,MSdm1/112,MSdm1/112,,MSdm1/112,MSdm1/112,forest ,forest 
Forest,MSdm1,MSdm1/113,MSdm1/113,,MSdm1/113,MSdm1/113,forest ,forest 
Forest,MSdm1,MSdm1/113a,MSdm1/113a,,MSdm1/113,MSdm1/113,forest ,forest 
Forest,MSdm1,MSdm1/113b,MSdm1/113b,,MSdm1/113,MSdm1/113,forest ,forest 
Forest,MSdm2,MSdm2/101,MSdm2/101,,MSdm2/101,MSdm2/101,forest ,forest 
Forest,MSdm2,MSdm2/102,MSdm2/102,,MSdm2/102,MSdm2/102,forest ,forest 
Forest,MSdm2,MSdm2/103,MSdm2/103,,MSdm2/103,MSdm2/103,forest ,forest 
Forest,MSdm2,MSdm2/104,MSdm2/104,,MSdm2/104,MSdm2/104,forest ,forest 
Forest,MSdm2,MSdm2/105,MSdm2/105,,MSdm2/105,MSdm2/105,forest ,forest 
Forest,MSdm2,MSdm2/110,MSdm2/110,,MSdm2/110,MSdm2/110,forest ,forest 
Forest,MSdm2,MSdm2/111,MSdm2/111,,MSdm2/111,MSdm2/111,forest ,forest 
Forest,MSdm2,MSdm2/112,MSdm2/112,,MSdm2/112,MSdm2/112,forest ,forest 
Forest,MSdm2,MSdm2/113,MSdm2/113,,MSdm2/113,MSdm2/113,forest ,forest 
Forest,MSdm3,MSdm3/01,MSdm3/01,,MSdm3/01,MSdm3/01,forest ,forest 
Forest,MSdm3,MSdm3/02,MSdm3/02,,MSdm3/02,MSdm3/02,forest ,forest 
Forest,MSdm3,MSdm3/03,MSdm3/03,,MSdm3/03,MSdm3/03,forest ,forest 
Forest,MSdm3,MSdm3/04,MSdm3/04,,MSdm3/04,MSdm3/04,forest ,forest 
Forest,MSdm3,MSdm3/05,MSdm3/05,,MSdm3/05,MSdm3/05,forest ,forest 
Forest,MSdm3,MSdm3/06,MSdm3/06,,MSdm3/06,MSdm3/06,forest ,forest 
Forest,MSdm3,MSdm3/07,MSdm3/07,,MSdm3/07,MSdm3/07,forest ,forest 
Forest,MSdv,MSdv/01,MSdv/01,,MSdv/01,MSdv/01,forest ,forest 
Forest,MSdv,MSdv/02,MSdv/02,,MSdv/02,MSdv/02,forest ,forest 
Forest,MSdv,MSdv/02a,MSdv/02a,,MSdv/02,MSdv/02,forest ,forest 
Forest,MSdv,MSdv/02b,MSdv/02b,,MSdv/02,MSdv/02,forest ,forest 
Forest,MSdv,MSdv/03,MSdv/03,,MSdv/03,MSdv/03,forest ,forest 
Forest,MSdv,MSdv/04,MSdv/04,,MSdv/04,MSdv/04,forest ,forest 
Forest,MSdv,MSdv/05,MSdv/05,,MSdv/05,MSdv/05,forest ,forest 
Forest,MSdv,MSdv/06,MSdv/06,,MSdv/06,MSdv/06,forest ,forest 
Forest,MSdv,MSdv/07,MSdv/07,,MSdv/07,MSdv/07,forest ,forest 
Forest,MSdv,MSdv/08,MSdv/08,,MSdv/08,MSdv/08,forest ,forest 
Forest,MSdv,MSdv/09,MSdv/09,,MSdv/09,MSdv/09,forest ,forest 
Forest,MSdw,MSdw/101,MSdw/101,,MSdw/101,MSdw/101,forest ,forest 
Forest,MSdw,MSdw/102,MSdw/102,,MSdw/102,MSdw/102,forest ,forest 
Forest,MSdw,MSdw/103,MSdw/103,,MSdw/103,MSdw/103,forest ,forest 
Forest,MSdw,MSdw/104,MSdw/104,,MSdw/104,MSdw/104,forest ,forest 
Forest,MSdw,MSdw/104.1,MSdw/104.1,,MSdw/104,MSdw/104,forest ,forest 
Forest,MSdw,MSdw/104.2,MSdw/104.2,,MSdw/104,MSdw/104,forest ,forest 
Forest,MSdw,MSdw/110,MSdw/110,,MSdw/110,MSdw/110,forest ,forest 
Forest,MSdw,MSdw/110.1,MSdw/110.1,,MSdw/110,MSdw/110,forest ,forest 
Forest,MSdw,MSdw/110.2,MSdw/110.2,,MSdw/110,MSdw/110,forest ,forest 
Forest,MSdw,MSdw/111,MSdw/111,,MSdw/111,MSdw/111,forest ,forest 
Forest,MSdw,MSdw/111a,MSdw/111a,,MSdw/111,MSdw/111,forest ,forest 
Forest,MSdw,MSdw/111b,MSdw/111b,,MSdw/111,MSdw/111,forest ,forest 
Forest,MSdw,MSdw/112,MSdw/112,,MSdw/112,MSdw/112,forest ,forest 
Forest,MSxk1,MSxk1/101,MSxk1/101,,MSxk1/101,MSxk1/101,forest ,forest 
Forest,MSxk1,MSxk1/101a,MSxk1/101a,,MSxk1/101,MSxk1/101,forest ,forest 
Forest,MSxk1,MSxk1/101b,MSxk1/101b,,MSxk1/101,MSxk1/101,forest ,forest 
Forest,MSxk1,MSxk1/102,MSxk1/102,,MSxk1/102,MSxk1/102,forest ,forest 
Forest,MSxk1,MSxk1/103,MSxk1/103,,MSxk1/103,MSxk1/103,forest ,forest 
Forest,MSxk1,MSxk1/104,MSxk1/104,,MSxk1/104,MSxk1/104,forest ,forest 
Forest,MSxk1,MSxk1/105,MSxk1/105,,MSxk1/105,MSxk1/105,forest ,forest 
Forest,MSxk1,MSxk1/110,MSxk1/110,,MSxk1/110,MSxk1/110,forest ,forest 
Forest,MSxk1,MSxk1/111,MSxk1/111,,MSxk1/111,MSxk1/111,forest ,forest 
Forest,MSxk1,MSxk1/112,MSxk1/112,,MSxk1/112,MSxk1/112,forest ,forest 
Forest,MSxk1,MSxk1/113,MSxk1/113,,MSxk1/113,MSxk1/113,forest ,forest 
Forest,MSxk2,MSxk2/101,MSxk2/101,,MSxk2/101,MSxk2/101,forest ,forest 
Forest,MSxk2,MSxk2/102,MSxk2/102,,MSxk2/102,MSxk2/102,forest ,forest 
Forest,MSxk2,MSxk2/103,MSxk2/103,,MSxk2/103,MSxk2/103,forest ,forest 
Forest,MSxk2,MSxk2/104,MSxk2/104,,MSxk2/104,MSxk2/104,forest ,forest 
Forest,MSxk2,MSxk2/105,MSxk2/105,,MSxk2/105,MSxk2/105,forest ,forest 
Forest,MSxk2,MSxk2/106,MSxk2/106,,MSxk2/106,MSxk2/106,forest ,forest 
Forest,MSxk2,MSxk2/110,MSxk2/110,,MSxk2/110,MSxk2/110,forest ,forest 
Forest,MSxk2,MSxk2/111,MSxk2/111,,MSxk2/111,MSxk2/111,forest ,forest 
Forest,MSxk2,MSxk2/112,MSxk2/112,,MSxk2/112,MSxk2/112,forest ,forest 
Forest,MSxk3,MSxk3/01,MSxk3/01,,MSxk3/01,MSxk3/01,forest ,forest 
Forest,MSxk3,MSxk3/02,MSxk3/02,,MSxk3/02,MSxk3/02,forest ,forest 
Forest,MSxk3,MSxk3/03,MSxk3/03,,MSxk3/03,MSxk3/03,forest ,forest 
Forest,MSxk3,MSxk3/04,MSxk3/04,,MSxk3/04,MSxk3/04,forest ,forest 
Forest,MSxk3,MSxk3/05,MSxk3/05,,MSxk3/05,MSxk3/05,forest ,forest 
Forest,MSxk3,MSxk3/06,MSxk3/06,,MSxk3/06,MSxk3/06,forest ,forest 
Forest,MSxk3,MSxk3/07,MSxk3/07,,MSxk3/07,MSxk3/07,forest ,forest 
Forest,MSxk3,MSxk3/08,MSxk3/08,,MSxk3/08,MSxk3/08,forest ,forest 
Forest,MSxk3,MSxk3/09,MSxk3/09,,MSxk3/09,MSxk3/09,forest ,forest 
Forest,MSxk3,MSxk3/10,MSxk3/10,,MSxk3/10,MSxk3/10,forest ,forest 
Forest,MSxv,MSxv/01,MSxv/01,,MSxv/01,MSxv/01,forest ,forest 
Forest,MSxv,MSxv/02,MSxv/02,,MSxv/02,MSxv/02,forest ,forest 
Forest,MSxv,MSxv/03,MSxv/03,,MSxv/03,MSxv/03,forest ,forest 
Forest,MSxv,MSxv/03a,MSxv/03a,,MSxv/03,MSxv/03,forest ,forest 
Forest,MSxv,MSxv/03b,MSxv/03b,,MSxv/03,MSxv/03,forest ,forest 
Forest,MSxv,MSxv/04,MSxv/04,,MSxv/04,MSxv/04,forest ,forest 
Forest,MSxv,MSxv/05,MSxv/05,,MSxv/05,MSxv/05,forest ,forest 
Forest,MSxv,MSxv/06,MSxv/06,,MSxv/06,MSxv/06,forest ,forest 
Forest,MSxv,MSxv/07,MSxv/07,,MSxv/07,MSxv/07,forest ,forest 
Forest,MSxv,MSxv/08,MSxv/08,,MSxv/08,MSxv/08,forest ,forest 
Forest,MSxv,MSxv/09,MSxv/09,,MSxv/09,MSxv/09,forest ,forest 
Forest,MSxv,MSxv/10,MSxv/10,,MSxv/10,MSxv/10,forest ,forest 
Forest,PPxh1,PPxh1/101,PPxh1/101,,PPxh1/101,PPxh1/101,forest ,forest 
Forest,PPxh1,PPxh1/102,PPxh1/102,,PPxh1/102,PPxh1/102,forest ,forest 
Forest,PPxh1,PPxh1/103,PPxh1/103,,PPxh1/103,PPxh1/103,forest ,forest 
Forest,PPxh1,PPxh1/104,PPxh1/104,,PPxh1/104,PPxh1/104,forest ,forest 
Forest,PPxh1,PPxh1/110,PPxh1/110,,PPxh1/110,PPxh1/110,forest ,forest 
Forest,PPxh1,PPxh1/111,PPxh1/111,,PPxh1/111,PPxh1/111,forest ,forest 
Forest,PPxh2,PPxh2/101,PPxh2/101,,PPxh2/101,PPxh2/101,forest ,forest 
Forest,PPxh2,PPxh2/102,PPxh2/102,,PPxh2/102,PPxh2/102,forest ,forest 
Forest,PPxh2,PPxh2/103,PPxh2/103,,PPxh2/103,PPxh2/103,forest ,forest 
Forest,PPxh2,PPxh2/110,PPxh2/110,,PPxh2/110,PPxh2/110,forest ,forest 
Forest,PPxh2,PPxh2/110.1,PPxh2/110.1,,PPxh2/110,PPxh2/110,forest ,forest 
Forest,PPxh2,PPxh2/110.2,PPxh2/110.2,,PPxh2/110,PPxh2/110,forest ,forest 
Forest,PPxh2,PPxh2/111,PPxh2/111,,PPxh2/111,PPxh2/111,forest ,forest 
NonForest,,,Ro,Rock Outcrop,R,Ro,nonforest,Ro
NonForest,,,Ro01,Selaginella - Bluebunch wheatgrass - Screw moss,R,Ro,nonforest,Ro01
NonForest,,,Ro01.1,Selaginella - Bluebunch wheatgrass - Screw moss,R,Ro,nonforest,Ro01.1
NonForest,,,Ro01.2,Selaginella - Screw moss,R,Ro,nonforest,Ro01.2
NonForest,,,Ro02,Rocky Mountain juniper - Selaginella - Bluebunch wheatgrass,R,Ro,nonforest,Ro02
NonForest,,,Ro03,Antelope-brush - Selaginella - Bluebunch wheatgrass,R,Ro,nonforest,Ro03
NonForest,,,Ro04,Big sagebrush - Selaginella - Bluebunch wheatgrass,R,Ro,nonforest,Ro04
NonForest,,,Ro04.1,Big sagebrush - Selaginella - Bluebunch wheatgrass,R,Ro,nonforest,Ro04.1
NonForest,,,Ro04.2,Rabbit-brush - Big sagebrush - Selaginella - Bluebunch wheatgrass,R,Ro,nonforest,Ro04.2
NonForest,,,Ro05,Juniper - Kinnikinnick - Penstemon,R,Ro,nonforest,Ro05
NonForest,,,Ro05.1,Juniper - Kinnikinnick - Penstemon,R,Ro,nonforest,Ro05.1
NonForest,,,Ro05.2,Juniper - Kinnikinnick - Penstemon - Screw moss,R,Ro,nonforest,Ro05.2
NonForest,,,Ro06,Juniper - Stonecrop - Sandwort,R,Ro,nonforest,Ro06
NonForest,,,Ro06.1,Juniper - Stonecrop - Sandwort,R,Ro,nonforest,Ro06.1
NonForest,,,Ro06.2,Juniper - Kinnikinnick - Stonecrop - Sandwort,R,Ro,nonforest,Ro06.2
NonForest,,,Ro07,Juniper - Soopolallie - Shrubby cinquefoil,R,Ro,nonforest,Ro07
NonForest,,,Ro09,Saskatoon - Rock-moss - Clad lichen,R,Ro,nonforest,Ro09
NonForest,,,Ro09.1,Saskatoon - Rock-moss - Clad lichen,R,Ro,nonforest,Ro09.1
NonForest,,,Ro09.2,Saskatoon - Poverty oatgrass - Rock-moss - Clad lichen,R,Ro,nonforest,Ro09.2
NonForest,,,Ro10,Huckleberry - Rock-moss - Haircap moss,R,Ro,nonforest,Ro10
NonForest,,,Ro11,Grouseberry - Clad lichen,R,Ro,nonforest,Ro11
NonForest,,,Ro12,Mountain-heather - Alaska saxifrage - Rock-moss,R,Ro,nonforest,Ro12
NonForest,,,Ro51,Juniper - Saskatoon - Kinnikinnick,R,Ro,nonforest,Ro51
NonForest,,,Rt,Rock Talus,R,Rt,nonforest,Rt
NonForest,,,Rt01,Rocktripe - Green map,R,Rt,nonforest,Rt01
NonForest,,,Rt02,Rock-moss - Clad lichen,R,Rt,nonforest,Rt02
NonForest,,,Rt03,Raspberry - Feathermoss - Clad lichen,R,Rt,nonforest,Rt03
NonForest,,,Rt04,Saskatoon - Bluebunch wheatgrass,R,Rt,nonforest,Rt04
NonForest,,,Rt04a,Saskatoon - Bluebunch wheatgrass,R,Rt,nonforest,Rt04a
NonForest,,,Rt04b,Saskatoon - Bluebunch wheatgrass,R,Rt,nonforest,Rt04b
NonForest,,,Rt05,Big sagebrush - Saskatoon - Bluebunch wheatgrass,R,Rt,nonforest,Rt05
NonForest,,,Rt06,Mock-orange - Choke cherry - Saskatoon,R,Rt,nonforest,Rt06
NonForest,,,Rt07,Aspen - Juniper - Rocktripe,R,Rt,nonforest,Rt07
NonForest,,,Rt07.1,Aspen - Juniper - Rocktripe,R,Rt,nonforest,Rt07.1
NonForest,,,Rt07.2,Juniper - Rocktripe,R,Rt,nonforest,Rt07.2
NonForest,,,Rt08,Aspen - Douglas maple - Saskatoon,R,Rt,nonforest,Rt08
NonForest,,,Rt20,Spotted saxifrage - Clad lichen,R,Rt,nonforest,Rt20
